text,label,clean_text
ভিডিওটা পুরোটা দেখে সবকিছু ছেড়ে দিতে ইচ্ছা করে,depression,ভিডিওটা পুরোটা দেখে সবকিছু ছেড়ে দিতে ইচ্ছা করে
এই গল্পটা শেষ পর্যন্ত মনটা ভালো করে দিল,happy,এই গল্পটা শেষ পর্যন্ত মনটা ভালো করে দিল
এই ব্লগটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো,sad,এই ব্লগটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো
আজকে আজকাল নোট করলাম,neutral,আজকে আজকাল নোট করলাম
এই পোস্টটা শেষ পর্যন্ত মনটা ভালো করে দিল,happy,এই পোস্টটা শেষ পর্যন্ত মনটা ভালো করে দিল
এই পোস্টটা ভাবতে বসে খুবই দুঃখজনক,sad,এই পোস্টটা ভাবতে বসে খুবই দুঃখজনক
এই ব্লগটা পুরোটা দেখে মনটা ভালো করে দিল,happy,এই ব্লগটা পুরোটা দেখে মনটা ভালো করে দিল
এই পোস্টটা কমেন্ট পড়ার পর খুবই সুন্দর,happy,এই পোস্টটা কমেন্ট পড়ার পর খুবই সুন্দর
আজকে ভাবতে বসে অনেক আনন্দ দিল,happy,আজকে ভাবতে বসে অনেক আনন্দ দিল
এই পোস্টটা দেখার পর খুব অনুপ্রাণিত করলো,happy,এই পোস্টটা দেখার পর খুব অনুপ্রাণিত করলো
এই গল্পটা পুরোটা দেখে ভালো লাগেনি,sad,এই গল্পটা পুরোটা দেখে ভালো লাগেনি
আজকের দিনটা আজ মন খারাপ হয়ে গেল,sad,আজকের দিনটা আজ মন খারাপ হয়ে গেল
এই ব্লগটা আজকাল দেখলাম,neutral,এই ব্লগটা আজকাল দেখলাম
আজকের দিনটা ভাবতে বসে খারাপ না,neutral,আজকের দিনটা ভাবতে বসে খারাপ না
এই গল্পটা আজকাল খুব অনুপ্রাণিত করলো,happy,এই গল্পটা আজকাল খুব অনুপ্রাণিত করলো
ভিডিওটা কমেন্ট পড়ার পর ভালো লাগেনি,sad,ভিডিওটা কমেন্ট পড়ার পর ভালো লাগেনি
এই গল্পটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো,sad,এই গল্পটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো
এই বিষয়টা দেখার পর মোটামুটি লাগলো,neutral,এই বিষয়টা দেখার পর মোটামুটি লাগলো
এই ব্লগটা ভাবতে বসে খারাপ না,neutral,এই ব্লগটা ভাবতে বসে খারাপ না
এই বিষয়টা আজ মনটা খারাপ করে দিল,sad,এই বিষয়টা আজ মনটা খারাপ করে দিল
এই গল্পটা শেষ পর্যন্ত ভালো লাগেনি,sad,এই গল্পটা শেষ পর্যন্ত ভালো লাগেনি
এই বিষয়টা ভাবতে বসে বুঝতে চেষ্টা করছি,neutral,এই বিষয়টা ভাবতে বসে বুঝতে চেষ্টা করছি
