text,label
এই বিষয়টা কমেন্ট পড়ার পর ভালো লাগেনি,sad
এই খবরটা দেখার পর সবকিছু ছেড়ে দিতে ইচ্ছা করে,depression
এই গল্পটা আজ খুব অনুপ্রাণিত করলো,happy
এই গল্পটা শেষ পর্যন্ত দেখলাম,neutral
এই পোস্টটা সত্যি বলতে মনটা ভারী হয়ে গেল,sad
এই গল্পটা দেখার পর কিছুই ভালো লাগে না,depression
এই পোস্টটা আজকাল ভীষণ পছন্দ হয়েছে,happy
এই পোস্টটা ভাবতে বসে জীবনটা খুব ফাঁকা লাগে,depression
এই খবরটা দেখার পর আরও জানা দরকার,neutral
এই ব্লগটা কমেন্ট পড়ার পর পড়লাম,neutral
এই টপিকটা আজকাল ভালো লাগেনি,sad
এই ব্লগটা শেষ পর্যন্ত নোট করলাম,neutral
ভিডিওটা পুরোটা দেখে সবকিছু ছেড়ে দিতে ইচ্ছা করে,depression
এই গল্পটা শেষ পর্যন্ত মনটা ভালো করে দিল,happy
এই ব্লগটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো,sad
আজকে আজকাল নোট করলাম,neutral
এই পোস্টটা শেষ পর্যন্ত মনটা ভালো করে দিল,happy
এই পোস্টটা ভাবতে বসে খুবই দুঃখজনক,sad
এই ব্লগটা পুরোটা দেখে মনটা ভালো করে দিল,happy
এই পোস্টটা কমেন্ট পড়ার পর খুবই সুন্দর,happy
আজকে ভাবতে বসে অনেক আনন্দ দিল,happy
এই পোস্টটা দেখার পর খুব অনুপ্রাণিত করলো,happy
এই গল্পটা পুরোটা দেখে ভালো লাগেনি,sad
আজকের দিনটা আজ মন খারাপ হয়ে গেল,sad
এই ব্লগটা আজকাল দেখলাম,neutral
আজকের দিনটা ভাবতে বসে খারাপ না,neutral
এই গল্পটা আজকাল খুব অনুপ্রাণিত করলো,happy
ভিডিওটা কমেন্ট পড়ার পর ভালো লাগেনি,sad
এই গল্পটা কমেন্ট পড়ার পর খুব কষ্ট লাগলো,sad
এই বিষয়টা দেখার পর মোটামুটি লাগলো,neutral
এই ব্লগটা ভাবতে বসে খারাপ না,neutral
এই বিষয়টা আজ মনটা খারাপ করে দিল,sad
এই গল্পটা শেষ পর্যন্ত ভালো লাগেনি,sad
এই বিষয়টা ভাবতে বসে বুঝতে চেষ্টা করছি,neutral
এই ব্লগটা পুরোটা দেখে কিছুই ভালো লাগে না,depression
এই খবরটা ভাবতে বসে মোটামুটি লাগলো,neutral
আজকে কমেন্ট পড়ার পর পড়লাম,neutral
আজকের দিনটা শেষ পর্যন্ত মনে হয় কেউ বোঝে না,depression
এই ব্লগটা আজকাল খুবই দুঃখজনক,sad
আজকের দিনটা শেষ পর্যন্ত খুব কষ্ট লাগলো,sad
আজকে ভাবতে বসে সবকিছু খুব ভারী লাগে,depression
এই বিষয়টা শেষ পর্যন্ত অনেক আনন্দ দিল,happy
এই বিষয়টা দেখার পর অসাধারণ হয়েছে,happy
এই টপিকটা কমেন্ট পড়ার পর ঠিকই আছে,neutral
কমেন্টগুলো দেখার পর খারাপ খবর মনে হলো,sad
এই পোস্টটা পুরোটা দেখে খারাপ না,neutral
ভিডিওটা সত্যি বলতে খুব কষ্ট লাগলো,sad
